result_id,event_title,edition,edition_id,sport,sport_url,result_date,result_location,result_participants,result_format,result_detail,result_description
61126,"400 metres Hurdles, Men",1972 Summer Olympics,18,Athletics,/editions/18/sports/ATH,31 August –  2 September 1972,"Olympiastadion, Olympiapark, München",37 from 25 countries,na,na,"Defending champion Dave Hemery was back and was co-favorite with American Ralph Mann, who had been US Champion from 1969-71 and won the US Olympic Trials. Hemery led the final with a very quick pace, but was surprised when he was caught at the eighth hurdle by Uganda’s John Akii-Bua. Akii-Bua’s strength showed in the last 100 metres as he won in world record time by 0.69 over the fast-closing Mann, with Hemery getting the bronze medal.
"
900682,"Middleweight (≤ 83 kilograms), Men",1988 Summer Olympics,22,Taekwondo,/editions/22/sports/TKW,18 September 1988,"Jang-chung Che-yuk-gwan, Seoul",15 from 15 countries,na,na,"Fifteen fighters competed in a single-elimination tournament. The event was won by Korean Lee Kye-Haeng, who had also won the 1987 World Championship. Lee won the event by defeating Egyptian Amru Khairy in the final.
"
82339,"Épée, Individual, Men",1936 Summer Olympics,11,Fencing,/editions/11/sports/FEN,9 – 11 August 1936,"Tennisplätze, Reichssportfeld, Berlin",68 from 26 countries,na,na,"The epée turned into a bonanza for Italy and, for the first time in Olympic history, Italians took all three medals available. Franco Riccardi, a wealthy wine producer from Milan, lost only twice in the whole competition. Riccardi had been a member of the Italian team that won gold in 1928 and silver in 1932 but this was his one and only appearance in an individual event at Olympic level. 
Behind him placed teammates Saverio Ragno and 1932 champion Giancarlo Cornaggia-Medici with European champion Hans Drakenberg of Sweden just missing a medal in 4th.
"
9017151,"Coxless Fours, International, Men",1904 Summer Olympics,3,Rowing,/editions/3/sports/ROW,30 July 1904 — 17:50,"Creve Coeur Lake, Maryland Heights",8 from 1 countries,Final only,na,na
1180,"Combined, Men",1948 Winter Olympics,33,Alpine Skiing,/editions/33/sports/ALP,2 –  4 February 1948,"Corviglia, St. Moritz / Suvretta, St. Moritz",78 from 24 countries,"One downhill run and two slalom runs, point tables determined placement.",Gates: ?Length: 3400 mStart Altitude: ?Vertical Drop: 900 m,"The combined competition used the times for the open downhill, followed by a combined slalom competition, separate from the open slalom, with times converted to points. The downhill took place on 2 February, and the combined slalom was held on 4 February. Henri Oreiller had won the downhill by over 5 seconds and had a big lead going into the combined slalom. He held on by placing fifth in the slalom to win his second gold medal at the St. Moritz Olympics. Karl Molitor had been second in the downhill and placed sixth in the slalom to win another silver medal. The leader in the slalom was France’s James Couttet, who won a bronze in the combined. Couttet was now a slalom specialist and had placed second in the open slalom event. But he was one of the few skiers who had competed internationally before the war, winning the downhill gold medal at the 1938 World Championships. Couttet also competed in ski jumping at the Sankt Moritz Winter Olympics, placing 25th on the normal hill.
"
924265,"Singles, Men",2010 Winter Olympics,57,Figure Skating,/editions/57/sports/FSK,16 – 18 February 2010,"Pacific Coliseum, Vancouver",30 from 20 countries,Total of points from short program and free skating.,na,"After winning the 2006 gold medal, Yevgeny Plyushchenko had taken a sabbatical from competition and did not return until October 2009, only a few months before the Vancouver Olympics. Despite his lack of competition, he was still considered the man to beat. At the end of the short program, Plyushchenko led with 90.85 points from Daisuke Takahashi (JPN), just 0.55 points behind and Evan Lysacek (USA), a further 0.05 points behind. These were to be the three medallists, although not in that order. Lysacek, skating first, performed almost flawlessly to take the lead with 257.67 points. Takahashi’s chances ended when he fell attempting a quadruple jump in an otherwise well presented free skate. Skating last, Plyushchenko had a couple of minor errors, and a tense wait followed while the judges marked his performance. In the end Lysacek won the gold from Plyushchenko by 1.31 points. A disappointed Plyushchenko was quick to make reference to what he perceived as poor judging, noting Lysacek didn’t include a quadruple jump in his program, as he had, but the result stood. Former Russian premier Vladimir Putin, a close friend of Plyushchenko, also proclaimed that Plyushchenko was the real winner, for what that was worth.
"
64419,"1,500 metres, Women",1992 Summer Olympics,23,Athletics,/editions/23/sports/ATH,5 –  8 August 1992,"Estadio Olímpico de Montjuïc, Barcelona",43 from 31 countries,na,na,"Algeria’s Hassiba Boulmerka had won the 1991 World Championships at this distance, but becoming a world-class runner had not been an easy task for her. A Muslim from Algeria, she was singled out by Islamic fundamentalists who considered it shameful for her to run with her “legs naked.” There were rumors of a possible assassination attempt in Barcelona if she ran. Supported by her parents she moved to Germany early in 1992 where she continued her training. The final was led out by Russian Lyudmila Rogachova with Boulmerka on her shoulder at 800 metres. They maintained those positions for the third lap, before Boulmerka pulled ahead just before the final turn. She held the lead to the finish for the gold medal, with Rogachova second.
China’s Qu Yunxia placed third. In 1993 she would break the vaunted world record that had been set by Tatyana Kazankina in 1980. Trained by the Chinese martinet Ma Junren, who pushed his runners mercilessly at a high-altitude training camp, Qu and several other Chinese runners set startling world records at the 1993 Chinese National Championships. The marks were considered by many to be “too good.” It was known that Ma fed his runners an unusual diet of turtle soup extract, and an elixir containing products from caterpillars. But it was also rumored that he fed them other performance-enhancing agents as well. Most of those runners quickly disappeared from the world scene once drug testing came to China.
"
29545,"Middleweight (≤75 kilograms), Men",1972 Summer Olympics,18,Weightlifting,/editions/18/sports/WLF,31 August 1972 — 13:00-19:00,"Gewichtheberhalle, Messegelände (Halle 7), München",26 from 22 countries,"Total of best lifts in military press, snatch, and clean & jerk determined placement.  Ties broken by lightest bodyweight.",na,"This class was considered wide open with no clear favorite. Soviet lifter Vladimir Kanygin had won the 1971 World Championships and took the lead after the press with 165.0 kg, but he then failed on all three snatch attempts and was out of the competition. The leaders after the snatch were Bulgarian Yordan Bikov and Lebanon’s Mohamed Kheir Tarabulsi, who both lifted 160.0 kg in the press and 140.0 kg in the snatch. Both were little known, although Bikov had won the clean & jerk at the 1971 Worlds, and Tarabulsi had won a bronze in the snatch at the 1970 Worlds. When Bikov jerked 185.0 kg, the gold medal was his, with Tarabulsi taking silver, just ahead of Italian Anselmo Silvino, who had also been overall bronze medalist at the 1971 World Championships. Through 2016, Tarabulsi’s medal in 1972 is the only Olympic medal won by a Lebanese lifter.
"
17640,"Extra-Lightweight (≤60 kilograms), Men",1996 Summer Olympics,24,Judo,/editions/24/sports/JUD,26 July 1996,"Georgia World Congress Center, Atlanta, Georgia (Hall H)",34 from 34 countries,"Two single-elimination pools, with winner of each pool advanced to the final. All judoka losing to the finalists in each pool advanced to repêchage pools, with the winners of the repêchage pools earning bronze medals.",na,"The Japanese representative in this class was expected to be Ryoju Sonoda, the 1993 World Champion. But he was upset in the Japanese trials by Tadahiro Nomura, who was not expected to challenge for a medal by the Japanese media. In his pool quarter-final match, Nomura faced the 1995 World Champion, Nikolay Ozhegin (RUS), winning by waza-ari. In the final, Nomura faced Italy’s Girolamo Giovinazzo, who was a former European Champion (1994) and had twice been Mediterranean Champion. Giovinazzo led for much of the match but with less than 30 seconds remaining, Nomura used seoi-nage to win by ippon. Though Nomura’s gold medal was considered a major upset, he would soon dominate this class, winning three consecutive Olympic gold medals and the 1997 World Championship. Giovinazzo never won another major title after his 1994 European gold, but was a very consistent performer at the Europeans, six times placing on the podium.
"
64695,"800 metres, Men",1996 Summer Olympics,24,Athletics,/editions/24/sports/ATH,28 – 31 July 1996,"Centennial Olympic Stadium, Atlanta, Georgia",56 from 40 countries,na,na,"The 1995 World Champion was Wilson Kipketer, a Kenyan who had changed allegiance and now competed for Denmark. But the Kenyan Olympic Committee refused to give permission for him to compete at the Olympics in 1996, thus eliminating the favorite. As Kenyans had won almost every major title since 1987, one looked to their runners, but both finalists, Fred Onyancha and David Kiptoo, were unknowns. Their Olympic Trial had been won by Philip Kibitok but he did not survive the semis. Johnny Gray (USA) was running in his fourth consecutive Olympic final and he led, as was his custom, running 24.3 and 49.6. He still led at 600 but the field was bunched. Norway’s Vebjørn Rodal kicked from 120 out and Gray faded, eventually finishing seventh. He would hold on to win the gold over the fast-closing South African, Hezekiel Sepeng.
"
7728,"200 metres Butterfly, Men",1992 Summer Olympics,23,Swimming,/editions/23/sports/SWM,30 July 1992,"Piscinas Bernat Picornell, Barcelona",46 from 32 countries,na,na,"Mel Stewart was the clear favorite, having dominated the event since Seoul, winning the 1991 Worlds and 1989 and 1991 Pan Pacific meets, and setting the world record at the 1991 Pan Pacs. The final was not close as Stewart lived up to expectations. He took the lead early and was never headed, going ahead of world record pace for 150 metres, but he struggled slightly coming home, finishing in 1:56.26, the fourth fastest performance ever.
Behind him, the silver went to New Zealand’s Danyon Loader, who was a surprise just to make the final, having a PR of only 2:01.29 prior to the Olympics, and it took 1:59.96 just to qualify for the final. But it was the prelude to a great swimming career, as Loader would return in 1996 and win both the 200 and 400 freestyles. Bronze medalist Franck Esposito (FRA) was not a surprise as he had won the 1991 European Championships. He would win this event at the 1993 World and win it three times more at the Europeans. He would also swim in three more Olympics, but this would be his only medal.
"
9759,"Two Person Heavyweight Dinghy (Flying Dutchman), Open",1964 Summer Olympics,16,Sailing,/editions/16/sports/SAL,12 – 21 October 1964,"Enoshima, Sagami-wan (5.5 m and Dragon Course)",42 from 21 countries,Points awarded for placement in each race.  Best six of seven scores to count for final placement.,na,"After two races, the New Zealand boat, Pandora, was in 18th place, out of 21 entrants. However, Helmer Pedersen and Earle Wells won three of the next four races to move up. After six races they were in second place behind Great Britain, but Keith Musto and Tony Morgan finished only 11th in the final race, and had to throw out that score, while Pedersen and Wells finished fourth, which let them drop their score from the second race, when they did not finish, and they won the gold medal.
On the third day of racing, the weather was very rough with high winds and waves and rolling seas. Lars and Stig Käll (SWE) were near the lead when they saw that the Australian boat, with John Dawe and Ian Winter aboard, had capsized. They immediately turned their boat around and went back to rescue Dawe and Winter. Dawe was holding onto the hull of their boat while Winter was struggling in the water, but the Käll brothers rescued them both. The Käll’s went from near the lead to finishing 12th in the race.
American bronze medalist Buddy Melges, Jr. later won a gold medal in the 1972 Soling Class, and in 1992 won the America’s Cup, making him the first sailor to win an Olympic gold medal and the America’s Cup. In 12th place was Canadian helmsman Paul Henderson, who later became President of the International Sailing Federation (ISAF) from 1994-2004, and served on the IOC from 2000-04.
"
923496,"4 × 6 kilometres Relay, Women",2010 Winter Olympics,57,Biathlon,/editions/57/sports/BTH,23 February 2010 — 11:30,"Whistler Olympic Park, Whistler",76 from 19 countries,Eight shots for each group of five targets. Penalty loop (150 metres) skied for each missed target.,"Course Length: 6,244 mHeight Differential: 27 mMaximum Climb: 25 mShooting 1: Prone at 2.0 km, 50 m rangeShooting 2: Standing at 4.0 km, 50 m rangeTotal Climbing: 198 m","The teams from Russia, Germany and France were in close contention to the half way stage but, on the third leg, Olga Medvedtseva made no shooting errors and took a lead of 44.8 seconds into the final leg. Behind them, the German team, minus Magdalena Neuner who had given up her place to her friend Martina Beck, had a lead of 20.2 seconds ahead of France after Marie Dorin  had missed 4 targets in her leg. Olga Zaitseva, despite missing 3 targets in the final leg, brought the Russian team home in the time of 1-09:36.3 to win the gold medal comfortably. A good leg from Sandrine Bailly saw her overtake Andrea Henkel in the last leg to win the silver medal for France ahead of Germany. The Russian victory was not without controversy. Olga Medvedtseva, then competing under the name Olga Pylyova, had been an Olympic champion in Salt Lake City but was thrown out of the 2006 Winter Games after testing positive for the drug Carphedon which is claimed to increase physical stamina and tolerance to cold. The Russian biathlon programme had been in turmoil over the previous few years following a number of positive tests by some of the nation’s leading athletes.
"
51819,"Small-Bore Rifle, Three Positions, 50 metres, Women",1988 Summer Olympics,22,Shooting,/editions/22/sports/SHO,21 September 1988 — 13:00,"Taeneung International Shooting Range, Seoul",37 from 22 countries,na,na,"Sylvia Sperber (FRG) had won silver in the air rifle two days before this event began. But the favorite was Bulgarian Vesela Lecheva, who was the world record holder and had been 1986 World Champion in the air rifle. Lecheva had succumbed to nerves in the air rifle and finished only =17th. She also had problems here in the preliminary round, placing only sixth with 583, while Sperber led with 590. Sperber held on for the gold medal, while Lecheva shot 100.2 in the final, easily the best round, to move up to the silver medal.
"
9000301,"4 × 5 kilometres Relay, Women",2018 Winter Olympics,60,Cross Country Skiing,/editions/60/sports/CCS,17 February 2018 — 18:30,"Alpensia Cross-Country Centre, Alpensia Resort, Mountain Cluster, Daegwallyeong",56 from 14 countries,na,"Course Length: 5,064 mHeight Differential: 27 mMaximum Climb: 25 mTotal Climbing: 198 m","Norway with Ingvild Flugstad Østberg, Astrid Uhrenholdt Jacobsen, Ragnhild Haga and Marit Bjørgen , secured the gold medal in the 4x5 km relay ahead of Sweden. These teams, the last two Olympic gold medal winners, were expected to finish on the top of the podium. The impressive showing of the young Olympic Athletes from Russia Nataliya Nepryayeva, Yuliya Belorukova, the only individual female medal winner from Russia at these Games, Anastasiya Sedova and Anna Nechayevskaya took them to the bronze medal.
Right from the start, the Russian youngsters set the pace, with Norway’s Østberg having a hard time to be close on Nepryayeva’s heels. At the first exchange, surprisingly, Anamarija Lampič kept Slovenia in second place. For Sweden, one of the two favorites, Anna Haag, had a slow start and was in fifth place. On the second leg, it was Charlotte Kalla, who ran the fastest time, and made up 24 seconds on Belorukova. On the other hand, Jacobsen was Norway’s weakest link on the second position. She had an illness at the beginning of the Games and at the end of the leg exchanged in fourth place, some 30 seconds behind the Olympic Athletes from Russia, who held the lead from Sweden, Finland’s Kerttu Niskanen holdng third, 20 seconds ahead of Jacobsen, when the freestyle skiers took over.
Now it was Ragnhild Haga’s turn to close the gap on the O.A.R. and Sweden. She clocked the fastest time, and finished on third place, just three seconds behind the leading duo of Sedova and Sweden’s Ebba Andersson. The chasing “group” of Switzerland with Nathalie von Siebenthal and Finland with Riitta-Liisa Roponen had already lost the chances of a medal with a 40-second gap between them and the top three teams. On the last leg, the race boiled down to a duel between distance skier Bjørgen, and sprint gold medalist Stina Nilsson. The Norwegian kept up a high pace, but could not shake off Nilsson. However, Nechayevskaya succumbed to Bjørgen’s pace, and in the end was desperately trying to hold Finland’s top skier Krista LPärmäkoski at bay for the bronze medal position. In the lead, Bjørgen further increased the pace leaving Nilsson no chance to attack on the last kilometre. At the finish line, Sweden was just two seconds behind.
The teams from Finland and the United States were not strong enough to do better than fourth and fifth eventually. On the home stretch, Germany passed Switzerland for an honorable sixth place.
"
24827,"Light-Flyweight (≤48 kilograms), Men",1980 Summer Olympics,20,Boxing,/editions/20/sports/BOX,21 July –  2 August 1980,"Tsentralnaya arena, Sportivny kompleks Olimpiysky, Moskva",22 from 22 countries,Single elimination tournament.,na,"In the absence of world champion Steve Muchoki, who had turned professional even before his nation, Kenya, had decided to boycott the Games, the long range favourites appeared to be Soviet Shamil Sabirov, the European champion, and Hipolito Ramos, a Cuban who had won an upset victory in the national championship to book his place in Moscow. The 1972 champion György Gedó, who became the first boxer to appear at four Olympics, fell to Ramos in the quarter-finals as both the Cuban and Soviet had straightforward paths to the final. The gold medal bout was a frantic affair with Sabirov holding the centre of the ring as the fleet footed Ramos circled him attempting to jab through his guard. Sabirov’s defence held and he picked off the Cuban as he moved into close quarters. The Russian was awarded the verdict and the title but only by a 3-2 majority of the judges. Sabirov was eliminated in the semi-finals of the 1981 European Championships and made a quick exit at the 1982 World Championships before opting to retire from the ring. He became a successful businessman and founded a toy company.
"
19000297,"200 metres Butterfly, Women",2020 Summer Olympics,61,Swimming,/editions/61/sports/SWM,27 – 29 July 2021,"Olympic Aquatics Centre, 2-1, 2chome, Tatsumi, Koto-ku, Tatsumi-no-Mori Seaside Park, Tokyo, Japan",16 from 13 countries,na,na,"Zhang Yufei had set the year’s best time with 2:05.44 at the Chinese Olympic Trials, followed by American Hali Flickinger, who swam 2:05.85 at the US Trials. Other challengers were Hungary’s Boglárka Kapás and the United States’ Regan Smith. Hungarian Katinka Hosszú had probably been the world’s best all-around swimmer in the last few years but struggled in Tokyo and never swam to her potential. She withdrew from this event, which led to a strange situation as there were only 17 entrants, and with Hosszú’s withdrawal, the preliminary round was meaningless as all 16 swimmers advanced to the semi-finals.
Zhang was the class of the event, posting the fastest times in both the preliminary round and her semi-final. In the final she went out quickly and poured it on, finishing in an Olympic record 2:03.86, 1.44 seconds ahead of Regan Smith, who took silver. Behind her Flickinger took bronze, comfortably ahead of Kapás.
This was Zhang’s second butterfly medal in Tokyo, adding to the silver she won in the 100 fly. She would add a gold in the 4 x 200 free relay and a silver in the mixed medley relay to go home with four medals, two of them gold. Smith also won a silver in the 100 backstroke and would win bronze in the 4 x 100 medley relay, while Flickinger added a second bronze medal in the 400 individual medley.
"
257372,"Discus Throw, Men",2008 Summer Olympics,53,Athletics,/editions/53/sports/ATH,16 – 19 August 2008,"Beijing Guojia Tiyuchang, Beijing Aolinpike Gongyuan, Beijing",37 from 29 countries,na,na,"The two favorites going into Beijing were Estonia’s Gert Kanter, world-ranked #1 in 2007 after winning the World Championships, and Virgilijus Alekna of Lithuania, Olympic gold medalist in 2000 and 2004, and World Champion in 2003 and 2005. But the longest throw in both the first two rounds of the final went to Poland’s Piotr Małachowski, who led with 67.82 (222-6). After two rounds he led, with Kanter second and Alekna third. None of the leaders improved in round three, but in round four, both Kanter and Alekna produced their best throw. Kanter’s 68.82 (225-9) would win him the gold medal, but Alekna’s 67.79 (222-5) could not get him past Małachowski, who won the silver medal, Alekna taking bronze. Finishing seventh was Rutger Smith (NED), who had also placed ninth in the shot put. This made him only the third weight thrower to make the finals of the shot put and discus throw since 1960 – Warwick Selvey (AUS) did it in 1960 and Erik de Bruin (NED) did it in 1984.
"
259060,"Platform, Women",2008 Summer Olympics,53,Diving,/editions/53/sports/DIV,20 – 21 August 2008,"Beijing Guojia Youyong Zhongxin, Beijing Aolinpike Gongyuan, Beijing",29 from 19 countries,10 metre platform.,na,"As at almost every international event since the mid-1980s, the Chinese women were favored. Chen Ruolin had won the 2008 World Cup and Wang Xin was the 2007 World Champion. They had been 1-2 in both of those events, and had already won gold in Beijing in the synchro platform. Other contenders for medals were the 2000 Olympic champion, Laura Wilkinson of the USA, also the 2005 World Champion; and Canada’s Émilie Heymans, who had been World Champion in 2003.
In the end the event turned into a gold medal romp for Chen, who led qualifying, semis, and throughout the final round. Silver went to Heymans, who was born to Belgian parents, and whose mother, Marie-Paule Van Eyck had fenced for Belgium at the 1976 Olympic Games. Wang won the bronze medal. Her given birth name was Wang Ruoxue, but she changed it after her coach told her it sounded too weak and delicate.
"
81894,"Foil, Individual, Men",1936 Summer Olympics,11,Fencing,/editions/11/sports/FEN,5 –  6 August 1936,"Sportforum, Turnhalle, Reichssportfeld, Berlin / Haus des Sports, Kuppelsaal, Reichssportfeld, Berlin",62 from 22 countries,na,na,"Giulio Gaudini had won an Olympic gold medal as part of the Italian foil team in 1928 but, despite being one of the most successful fencers in the inter-war period, had not won an individual foil in any of his three previous Olympic appearances.  Gaudini had been European champion in 1934 but that title was now held by André Gardère, one of two brothers who would represent France in Berlin.
There were few surprises in the list of qualifiers for the final pool which included three Italians in the eight combatants. As André Gardère floundered, his brother Edward emerged as the most serious threat to Gaudini.  The deciding bout saw Gaudini emerge victorious by 5 hits to 3 and go on to complete a perfect 7-0 record.  Another Italian, Giorgio Bocchino, won the bronze medal.
Gaudini did not live to see another Olympic Games as he died of lung cancer in early 1948.
"
128608,"Welterweight, Greco-Roman (≤74 kilograms), Men",1980 Summer Olympics,20,Wrestling,/editions/20/sports/WRE,21 – 23 July 1980,"Legkoatletichesky manezh, Legkoatletichesky Futbolny Kompleks CSKA, Moskva",14 from 14 countries,"Scoring by negative points, with negative points given for any result short of a fall.  Accumulation of 6 negative points eliminated the wrestler.",na,"Hungarian Ferenc Kocsis was the favorite, having won the 1978 World and 1978-79 European Championships. He was expected to be challenged by the defending gold medalist, Soviet Anatoly Bykov. They both made the final round, joined by Finland’s Mikko Huhtala. Kocsis had thrown Huhtala in round five in 5:44. Bykov defeated Huhtala in the first match of the final, winning on decision by 7-4. So Kocsis and Bykov then met for the gold medal, with Kocsis winning when Bykov was disqualified for passivity at 7:21. The actual decision was a passivity penalty against both wrestlers, but Kocsis was declared the victor, presumably for “less passivity.” Kocsis went on to win European titles again in 1981 and 1983.
"
23661,"Flyweight (≤51 kilograms), Men",1968 Summer Olympics,17,Boxing,/editions/17/sports/BOX,14 – 26 October 1968,"Arena México, Ciudad de México",25 from 25 countries,Single elimination tournament.,na,"Mexico’s Ricardo Delgado won the gold medal in this class, to the delight of his hometown fans in Mexico City. Delgado won all four of his bouts by unanimous decision. In the final he fought Poland’s Artur Olech, who won his second consecutive silver medal in this class. After the Olympics Delgado turned professional, winning nine of his first 10 bouts, drawing in the other, but in his final 20 fights, he lost 12 times, and retired in 1975. He never fought for a major title but in 1972 contested the Mexican flyweight crown, losing by decision to Miguel Canto.
"
56438,"3 miles, Team, Men",1908 Summer Olympics,5,Athletics,/editions/5/sports/ATH,14 – 15 July 1908,"White City Stadium, London",28 from 6 countries,Five men ran for each team with three to count. Scoring decided on a point-for-place system.,na,"Great Britain was the only team to finish three runners in the first heat and in the second heat, the United States and France eliminated Sweden. In the final, the British runners filled the first three places to give them the victory with the minimum score of 6 points (1+2+3). The British runners took turns in the lead in the final. Joe Deakin pulled away on the final lap to win the race individually. His time was officially given as 14:39.6, with a margin of 1.4 seconds, but descriptions of the race actually mention that he finished 30 yards in front of Arthur Robertson, so the margin was likely much larger. France’s Jean Bouin did not finish the final after getting drunk the night before to celebrate his victory in the heats of this event.
"
4619,"400 metres Breaststroke, Men",1912 Summer Olympics,6,Swimming,/editions/6/sports/SWM,8 – 12 July 1912,"Simstadion, Djurgårdsbrunnsviken, Stockholm",17 from 10 countries,na,na,"This event appeared on the Olympic Program for one of only three times - 1904 (at 440 yards), 1912, and 1920.  Walter Bathe (GER) won his second breaststroke gold medal, adding this to the title he had won at 200 metres two days earlier.  Bathe took an early lead, being ahead by four metres at the first turn (100 metres), and led by 10 metres at the 250 metre mark.  He won easily.
"
70056,"Team All-Around, Free System, Men",1912 Summer Olympics,6,Artistic Gymnastics,/editions/6/sports/GAR,"10 July 1912 — 09:30-12:30, 14:00-16:00","Stockholms Olympiastadion, Stockholm",101 from 5 countries,"One team per nation. Teams of 16-40 gymnasts performing simultaneously. Time limit: 1 hour, including march in and march out. The Organizing Committee provided fixed apparatus as for the Swedish and European Team Events. The judges could assess the execution of the exercises, the composition of the program, and the posture and attention of the team. Each scored the entire program from 0-25 points. Five judges, with all five scores to count.",na,"This event figured on the Olympic Program for the first time in 1912, and would appear only once more, in 1920 at Antwerp.  This was the closest of the three team gymnastic competitions at the 1912 Olympics.  Three judges placed Norway first, while the Danish judge placed Denmark first, and the Finnish judge placed Finland first.  The Swedes and the Italians, who had won the other team events, did not compete in the free system team competition.  In 1920, Norway finished second, trailing Denmark, which was the only other team to compete in this style at Antwerp.
"
261601,"200 metres Butterfly, Men",2008 Summer Olympics,53,Swimming,/editions/53/sports/SWM,11 – 13 August 2008,"Beijing Guojia Youyong Zhongxin, Beijing Aolinpike Gongyuan, Beijing",44 from 39 countries,na,na,"More than other event on his Beijing schedule, this race belonged to Michael Phelps. To put simply he had not lost a race at this distance for six years and had held the world record since 2001. Having already won three Olympic titles at Beijing it seemed inconceivable that he would not win a fourth. Phelps took the lead from Moss Burmester of New Zealand at halfway and, despite having problems with water leaking into the goggles, swam away from the rest to record his sixth world record at the distance. Behind him László Cseh, Jr. and Takeshi Matsuda became the second and third swimmers to break 1:53 for the distance. The victory brought Phelps’ gold medal tally up into double figures to either equal Ray Ewry’s record of 10 Olympic victories or break the record of nine held by four other Olympians. This depends on your view of the official status of the 1906 Olympic Games.
"
7181,"100 metres Breaststroke, Women",1984 Summer Olympics,21,Swimming,/editions/21/sports/SWM, 2 August 1984,"Olympic Swim Stadium, University of Southern California, Los Angeles, California",30 from 21 countries,na,na,"In the absence of the East German women, the three pre-meet favorites were Canada’s Anne Ottenbrite, Japan’s Hiroko Nagasaki, and American Tracy Caulkins. But they qualified only 6-7-8 in the prelims, and Caulkins only made the final after the disqualification of Italy’s Manuela Dalla Valle for using an illegal kick. The leading qualifier was Frenchwoman Cathérine Poirot, a veteran with an undistinguished international career, but one who had improved dramatically in the Olympic year. The second best mark in the prelims was set by Petra van Staveren of the Netherlands, another international veteran, who had trailed in the East German wakes for several years. The final seemed wide open.
But van Staveren controlled the entire race. She turned a half-bodylength in front of Poirot and Caulkins, although Caulkins had a great turn to almost make up the deficit. But then Ottenbrite and Poirot passed her near the wall to decide the medals. Van Staveren’s gold was a surprise but her national record of 1:09.88 made her the fifth fastest performer of all-time. Nagasaki was never a factor, placing sixth. This was the only women’s event in Los Angeles in which American women did not win a medal.
"
9000964,"Big Air, Women",2018 Winter Olympics,60,Snowboarding,/editions/60/sports/SBD,19 – 22 February 2018,"Phoenix Snow Park, Mountain Cluster, Bongpyeong",26 from 14 countries,na,In-Run Length: 73.0 mIn-Run Pitch: 39°Jump Height: 4.9 mLanding Pitch: 38°Take-Off To Knoll: 19.5 m,"The 2018 Olympic Winter Games women’s big air event was making its Games début in PyeongChang and was one of the deepest competitions the sport had ever had. Anna Gasser of Austria was the favourite for gold with her consistent and multiple variations of the double cork 1080, which was considered the top trick in women’s big air.
Among the athletes who could mount a challenge to Gasser were the two American riders. If Jamie Anderson, the two-time Olympic gold medalist in snowboard slopestyle won the big air title she would become the first woman to earn three gold medals in snowboarding. Julia Marino was one of the most progressive women in the sport over the last few seasons and one of the athletes who helped make doubles a competition standard in this event. Other riders to watch were Canada’s Laurie Blouin who had already won the PyeongChang slopestyle silver medal and 2017 World slopestyle title, and two talented 16-year-olds, New Zealand’s Zoi Sadowski-Synnott and Japan’s Reira Iwabuchi.
The women’s Olympic snowboard big air final was brought forward one day due to predicted high winds on the scheduled day. The 12 riders who reached the final would each have three attempts at a trick, with their overall point total based off their two best scores (but those scores had to come from two different tricks). Nine of the 12 snowboarders who qualified for the final posted at least a score of 85.25 and six scored 90.00 or higher.
Landing a cab double cork 1080 on her final drop, Gasser secured gold with a 96.00 and the highest combined two out of three runs (185.00) edging out the American Anderson over seven full points. Anderson started out with a deep frontside 1080 on her first run and a cab double cork 900 to cap off a silver medal performance with a combined score of 177.25.
Sadowski-Synnott had a huge showing and walked away with a bronze medal after landing a double Wildcat and backing it up with a solid jump for a combined score of 157.50. Her medal was the first New Zealand Olympic Winter medal in over 25 years. Just missing the podium was the young Japanese phenom Iwabuchi after failing to land clean on two out of three runs. Marino and her American teammate Jessika Jenson failed to make the podium with two out of three runs resulting in falls.
"
70586,"Team All-Around, Men",1988 Summer Olympics,22,Artistic Gymnastics,/editions/22/sports/GAR,18 – 20 September 1988 — 11:00-22:30 (18-20/9),"Che-yuk-gwan, Ol-lim-pik Gong-won, Seoul",72 from 12 countries,Six-person teams.  Each gymnast to perform a compulsory and an optional exercise on all six apparatuses.  Top five scores per team on each of the 12 exercises count towards the team score.,na,"The Soviet Union won this gold medal for only the second time since 1956, after 1980, winning quite easily over the German Democratic Republic (East Germany). Japan, which had been the men’s team power, winning gold from 1960-76, placed third and won the bronze medal, just edging out China. The United States had won the gold at the boycotted 1984 Olympics but placed 11th of 12 teams in Seoul.
"
